trial,configuration,scenario,gas_source,person_source,gas_detected_during_release,gas_false_file_before_release,steps,g2_seconds,p2_seconds,joint_l3_seconds,first_joint_l3_s,pre_release_joint_l3_seconds,unknown_seconds,paired_seconds,zone_mismatch_seconds,boundary_uncertain_seconds,gas_invalid_seconds,person_invalid_seconds,person_p2_gas_missing_lower_bound_fail,gas_g2_person_missing_lower_bound_fail
135_Et_H_Me_n,H/Me/n,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
135_Et_H_Me_n,H/Me/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
135_Et_H_Me_n,H/Me/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
135_Et_H_Me_n,H/Me/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
135_Et_H_Me_n,H/Me/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
135_Et_H_Me_n,H/Me/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
135_Et_H_Me_n,H/Me/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
135_Et_H_Me_n,H/Me/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
138_Et_M_CO_M,M/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,157,0,0,,0,0,215,0,0,0,0,0,0
138_Et_M_CO_M,M/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
138_Et_M_CO_M,M/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,157,35,49,85.0,0,0,215,0,0,0,0,0,0
138_Et_M_CO_M,M/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,157,12,0,,0,0,215,0,0,0,0,0,0
138_Et_M_CO_M,M/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,145,35,37,85.0,0,10,205,0,0,10,0,0,0
138_Et_M_CO_M,M/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,157,25,39,85.0,0,10,205,0,0,0,10,0,0
138_Et_M_CO_M,M/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,157,35,39,85.0,0,10,205,10,0,0,0,0,0
138_Et_M_CO_M,M/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,147,35,39,85.0,0,10,205,0,0,10,0,0,0
145_Et_L_Me_n,L/Me/n,S0_outside,UCI309_laboratory,simulation,1,0,215,133,0,0,,0,0,215,0,0,0,0,0,0
145_Et_L_Me_n,L/Me/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
145_Et_L_Me_n,L/Me/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,133,35,26,108.0,0,0,215,0,0,0,0,0,0
145_Et_L_Me_n,L/Me/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,133,12,0,,0,0,215,0,0,0,0,0,0
145_Et_L_Me_n,L/Me/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,129,35,22,112.0,0,10,205,0,0,10,0,0,0
145_Et_L_Me_n,L/Me/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,133,25,24,110.0,0,10,205,0,0,0,10,0,0
145_Et_L_Me_n,L/Me/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,133,35,24,110.0,0,10,205,10,0,0,0,0,0
145_Et_L_Me_n,L/Me/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,131,35,24,110.0,0,10,205,0,0,10,0,0,0
147_Et_n_Me_M,n/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,146,0,0,,0,0,215,0,0,0,0,0,0
147_Et_n_Me_M,n/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
147_Et_n_Me_M,n/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,146,35,39,95.0,0,0,215,0,0,0,0,0,0
147_Et_n_Me_M,n/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,146,12,0,,0,0,215,0,0,0,0,0,0
147_Et_n_Me_M,n/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,134,35,27,95.0,0,10,205,0,0,10,0,0,0
147_Et_n_Me_M,n/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,146,25,29,95.0,0,10,205,0,0,0,10,0,0
147_Et_n_Me_M,n/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,146,35,29,95.0,0,10,205,10,0,0,0,0,0
147_Et_n_Me_M,n/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,136,35,29,95.0,0,10,205,0,0,10,0,0,0
155_Et_H_Me_L,H/Me/L,S0_outside,UCI309_laboratory,simulation,1,0,215,155,0,0,,0,0,215,0,0,0,0,0,0
155_Et_H_Me_L,H/Me/L,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
155_Et_H_Me_L,H/Me/L,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,155,35,48,86.0,0,0,215,0,0,0,0,0,0
155_Et_H_Me_L,H/Me/L,S3_separate_events,UCI309_laboratory,simulation,1,0,215,155,12,0,,0,0,215,0,0,0,0,0,0
155_Et_H_Me_L,H/Me/L,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,143,35,36,86.0,0,10,205,0,0,10,0,0,0
155_Et_H_Me_L,H/Me/L,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,155,25,38,86.0,0,10,205,0,0,0,10,0,0
155_Et_H_Me_L,H/Me/L,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,155,35,38,86.0,0,10,205,10,0,0,0,0,0
155_Et_H_Me_L,H/Me/L,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,145,35,38,86.0,0,10,205,0,0,10,0,0,0
156_Et_n_CO_M,n/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,132,0,0,,0,0,215,0,0,0,0,0,0
156_Et_n_CO_M,n/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
156_Et_n_CO_M,n/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,132,35,25,109.0,0,0,215,0,0,0,0,0,0
156_Et_n_CO_M,n/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,132,12,0,,0,0,215,0,0,0,0,0,0
156_Et_n_CO_M,n/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,129,35,22,112.0,0,10,205,0,0,10,0,0,0
156_Et_n_CO_M,n/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,132,25,24,110.0,0,10,205,0,0,0,10,0,0
156_Et_n_CO_M,n/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,132,35,24,110.0,0,10,205,10,0,0,0,0,0
156_Et_n_CO_M,n/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,131,35,24,110.0,0,10,205,0,0,10,0,0,0
157_Et_n_Me_H,n/Me/H,S0_outside,UCI309_laboratory,simulation,1,0,215,146,0,0,,0,0,215,0,0,0,0,0,0
157_Et_n_Me_H,n/Me/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
157_Et_n_Me_H,n/Me/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,146,35,39,95.0,0,0,215,0,0,0,0,0,0
157_Et_n_Me_H,n/Me/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,146,12,0,,0,0,215,0,0,0,0,0,0
157_Et_n_Me_H,n/Me/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,134,35,27,95.0,0,10,205,0,0,10,0,0,0
157_Et_n_Me_H,n/Me/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,146,25,29,95.0,0,10,205,0,0,0,10,0,0
157_Et_n_Me_H,n/Me/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,146,35,29,95.0,0,10,205,10,0,0,0,0,0
157_Et_n_Me_H,n/Me/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,136,35,29,95.0,0,10,205,0,0,10,0,0,0
158_Et_M_CO_H,M/CO/H,S0_outside,UCI309_laboratory,simulation,1,0,215,157,0,0,,0,0,215,0,0,0,0,0,0
158_Et_M_CO_H,M/CO/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
158_Et_M_CO_H,M/CO/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,157,35,49,85.0,0,0,215,0,0,0,0,0,0
158_Et_M_CO_H,M/CO/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,157,12,0,,0,0,215,0,0,0,0,0,0
158_Et_M_CO_H,M/CO/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,145,35,37,85.0,0,10,205,0,0,10,0,0,0
158_Et_M_CO_H,M/CO/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,157,25,39,85.0,0,10,205,0,0,0,10,0,0
158_Et_M_CO_H,M/CO/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,157,35,39,85.0,0,10,205,10,0,0,0,0,0
158_Et_M_CO_H,M/CO/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,147,35,39,85.0,0,10,205,0,0,10,0,0,0
163_Et_H_Me_M,H/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,156,0,0,,0,0,215,0,0,0,0,0,0
163_Et_H_Me_M,H/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
163_Et_H_Me_M,H/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,156,35,49,85.0,0,0,215,0,0,0,0,0,0
163_Et_H_Me_M,H/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,156,12,0,,0,0,215,0,0,0,0,0,0
163_Et_H_Me_M,H/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,144,35,37,85.0,0,10,205,0,0,10,0,0,0
163_Et_H_Me_M,H/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,156,25,39,85.0,0,10,205,0,0,0,10,0,0
163_Et_H_Me_M,H/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,156,35,39,85.0,0,10,205,10,0,0,0,0,0
163_Et_H_Me_M,H/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,146,35,39,85.0,0,10,205,0,0,10,0,0,0
164_Et_H_CO_n,H/CO/n,S0_outside,UCI309_laboratory,simulation,1,0,215,157,0,0,,0,0,215,0,0,0,0,0,0
164_Et_H_CO_n,H/CO/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
164_Et_H_CO_n,H/CO/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,157,35,49,85.0,0,0,215,0,0,0,0,0,0
164_Et_H_CO_n,H/CO/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,157,12,0,,0,0,215,0,0,0,0,0,0
164_Et_H_CO_n,H/CO/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,145,35,37,85.0,0,10,205,0,0,10,0,0,0
164_Et_H_CO_n,H/CO/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,157,25,39,85.0,0,10,205,0,0,0,10,0,0
164_Et_H_CO_n,H/CO/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,157,35,39,85.0,0,10,205,10,0,0,0,0,0
164_Et_H_CO_n,H/CO/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,147,35,39,85.0,0,10,205,0,0,10,0,0,0
166_Et_H_CO_H,H/CO/H,S0_outside,UCI309_laboratory,simulation,1,0,215,160,0,0,,0,0,215,0,0,0,0,0,0
166_Et_H_CO_H,H/CO/H,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
166_Et_H_CO_H,H/CO/H,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,160,35,49,85.0,0,0,215,0,0,0,0,0,0
166_Et_H_CO_H,H/CO/H,S3_separate_events,UCI309_laboratory,simulation,1,0,215,160,12,0,,0,0,215,0,0,0,0,0,0
166_Et_H_CO_H,H/CO/H,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,148,35,37,85.0,0,10,205,0,0,10,0,0,0
166_Et_H_CO_H,H/CO/H,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,160,25,39,85.0,0,10,205,0,0,0,10,0,0
166_Et_H_CO_H,H/CO/H,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,160,35,39,85.0,0,10,205,10,0,0,0,0,0
166_Et_H_CO_H,H/CO/H,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,150,35,39,85.0,0,10,205,0,0,10,0,0,0
169_Et_L_Me_M,L/Me/M,S0_outside,UCI309_laboratory,simulation,1,0,215,156,0,0,,0,0,215,0,0,0,0,0,0
169_Et_L_Me_M,L/Me/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
169_Et_L_Me_M,L/Me/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,156,35,49,85.0,0,0,215,0,0,0,0,0,0
169_Et_L_Me_M,L/Me/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,156,12,0,,0,0,215,0,0,0,0,0,0
169_Et_L_Me_M,L/Me/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,144,35,37,85.0,0,10,205,0,0,10,0,0,0
169_Et_L_Me_M,L/Me/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,156,25,39,85.0,0,10,205,0,0,0,10,0,0
169_Et_L_Me_M,L/Me/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,156,35,39,85.0,0,10,205,10,0,0,0,0,0
169_Et_L_Me_M,L/Me/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,146,35,39,85.0,0,10,205,0,0,10,0,0,0
170_Et_M_CO_M,M/CO/M,S0_outside,UCI309_laboratory,simulation,1,0,215,158,0,0,,0,0,215,0,0,0,0,0,0
170_Et_M_CO_M,M/CO/M,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
170_Et_M_CO_M,M/CO/M,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,158,35,49,85.0,0,0,215,0,0,0,0,0,0
170_Et_M_CO_M,M/CO/M,S3_separate_events,UCI309_laboratory,simulation,1,0,215,158,12,0,,0,0,215,0,0,0,0,0,0
170_Et_M_CO_M,M/CO/M,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,146,35,37,85.0,0,10,205,0,0,10,0,0,0
170_Et_M_CO_M,M/CO/M,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,158,25,39,85.0,0,10,205,0,0,0,10,0,0
170_Et_M_CO_M,M/CO/M,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,158,35,39,85.0,0,10,205,10,0,0,0,0,0
170_Et_M_CO_M,M/CO/M,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,148,35,39,85.0,0,10,205,0,0,10,0,0,0
176_Et_M_CO_n,M/CO/n,S0_outside,UCI309_laboratory,simulation,1,0,215,157,0,0,,0,0,215,0,0,0,0,0,0
176_Et_M_CO_n,M/CO/n,S1_early_background,UCI309_laboratory,simulation,1,0,35,0,12,0,,0,0,35,0,0,0,0,0,0
176_Et_M_CO_n,M/CO/n,S2_possible_overlap,UCI309_laboratory,simulation,1,0,215,157,35,49,85.0,0,0,215,0,0,0,0,0,0
176_Et_M_CO_n,M/CO/n,S3_separate_events,UCI309_laboratory,simulation,1,0,215,157,12,0,,0,0,215,0,0,0,0,0,0
176_Et_M_CO_n,M/CO/n,S4_gas_dropout,UCI309_laboratory,simulation,1,0,215,145,35,37,85.0,0,10,205,0,0,10,0,0,0
176_Et_M_CO_n,M/CO/n,S4_person_dropout,UCI309_laboratory,simulation,1,0,215,157,25,39,85.0,0,10,205,0,0,0,10,0,0
176_Et_M_CO_n,M/CO/n,S4_wrong_zone,UCI309_laboratory,simulation,1,0,215,157,35,39,85.0,0,10,205,10,0,0,0,0,0
176_Et_M_CO_n,M/CO/n,S4_stale_gas,UCI309_laboratory,simulation,1,0,215,147,35,39,85.0,0,10,205,0,0,10,0,0,0
177_Et_n_Me_L,n/Me/L,S0_outside,UCI309_laboratory,simulation,1,1,215,21,0,0,,0,0,215,0,0,0,0,0,0
177_Et_n_Me_L,n/Me/L,S1_early_background,UCI309_laboratory,simulation,1,1,35,2,12,0,,0,0,35,0,0,0,0,0,0
177_Et_n_Me_L,n/Me/L,S2_possible_overlap,UCI309_laboratory,simulation,1,1,215,21,35,7,125.0,0,0,215,0,0,0,0,0,0
177_Et_n_Me_L,n/Me/L,S3_separate_events,UCI309_laboratory,simulation,1,1,215,21,12,0,,0,0,215,0,0,0,0,0,0
177_Et_n_Me_L,n/Me/L,S4_gas_dropout,UCI309_laboratory,simulation,1,1,215,21,35,7,125.0,0,10,205,0,0,10,0,0,0
177_Et_n_Me_L,n/Me/L,S4_person_dropout,UCI309_laboratory,simulation,1,1,215,21,25,7,125.0,0,10,205,0,0,0,10,0,0
177_Et_n_Me_L,n/Me/L,S4_wrong_zone,UCI309_laboratory,simulation,1,1,215,21,35,7,125.0,0,10,205,10,0,0,0,0,0
177_Et_n_Me_L,n/Me/L,S4_stale_gas,UCI309_laboratory,simulation,1,1,215,21,35,7,125.0,0,10,205,0,0,10,0,0,0
